GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNI,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AURUE001,NAME_M,AURUM001
G48011610,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Brownfield Independent School District,11610,,,9700000US4811610,,,4811610,"Brownfield Independent School District, Texas",42971,"Brownfield Independent School District, Texas",2708
G48011640,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Brownsboro Independent School District,11640,,,9700000US4811640,,,4811640,"Brownsboro Independent School District, Texas",63112,"Brownsboro Independent School District, Texas",4510
G48011680,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Brownsville Independent School District,11680,,,9700000US4811680,,,4811680,"Brownsville Independent School District, Texas",48874,"Brownsville Independent School District, Texas",1923
G48011700,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Brownwood Independent School District,11700,,,9700000US4811700,,,4811700,"Brownwood Independent School District, Texas",51765,"Brownwood Independent School District, Texas",8092
G48011730,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Bruceville-Eddy Independent School District,11730,,,9700000US4811730,,,4811730,"Bruceville-Eddy Independent School District, Texas",63103,"Bruceville-Eddy Independent School District, Texas",24421
G48011790,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Bryan Independent School District,11790,,,9700000US4811790,,,4811790,"Bryan Independent School District, Texas",61113,"Bryan Independent School District, Texas",1838
G48011820,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Bryson Independent School District,11820,,,9700000US4811820,,,4811820,"Bryson Independent School District, Texas",70568,"Bryson Independent School District, Texas",27386
G48011850,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Buckholts Independent School District,11850,,,9700000US4811850,,,4811850,"Buckholts Independent School District, Texas",55208,"Buckholts Independent School District, Texas",17337
G48011910,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Buena Vista Independent School District,11910,,,9700000US4811910,,,4811910,"Buena Vista Independent School District, Texas",76250,"Buena Vista Independent School District, Texas",30004
G48011990,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Buffalo Independent School District,11990,,,9700000US4811990,,,4811990,"Buffalo Independent School District, Texas",46944,"Buffalo Independent School District, Texas",8666
G48012060,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Bullard Independent School District,12060,,,9700000US4812060,,,4812060,"Bullard Independent School District, Texas",91949,"Bullard Independent School District, Texas",13990
G48012090,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Buna Independent School District,12090,,,9700000US4812090,,,4812090,"Buna Independent School District, Texas",55048,"Buna Independent School District, Texas",27372
G48012120,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Burkburnett Independent School District,12120,,,9700000US4812120,,,4812120,"Burkburnett Independent School District, Texas",81172,"Burkburnett Independent School District, Texas",10068
G48012150,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Burkeville Independent School District,12150,,,9700000US4812150,,,4812150,"Burkeville Independent School District, Texas",42381,"Burkeville Independent School District, Texas",25372
G48012180,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Burleson Independent School District,12180,,,9700000US4812180,,,4812180,"Burleson Independent School District, Texas",95274,"Burleson Independent School District, Texas",6468
G48012220,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Burnet Consolidated Independent School District,12220,,,9700000US4812220,,,4812220,"Burnet Consolidated Independent School District, Texas",79893,"Burnet Consolidated Independent School District, Texas",6528
G48012240,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Burton Independent School District,12240,,,9700000US4812240,,,4812240,"Burton Independent School District, Texas",101392,"Burton Independent School District, Texas",17888
G48012360,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Bynum Independent School District,12360,,,9700000US4812360,,,4812360,"Bynum Independent School District, Texas",85250,"Bynum Independent School District, Texas",24459
G48012390,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Caddo Mills Independent School District,12390,,,9700000US4812390,,,4812390,"Caddo Mills Independent School District, Texas",107083,"Caddo Mills Independent School District, Texas",13870
G48012420,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Calallen Independent School District,12420,,,9700000US4812420,,,4812420,"Calallen Independent School District, Texas",83444,"Calallen Independent School District, Texas",10250
G48012460,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Caldwell Independent School District,12460,,,9700000US4812460,,,4812460,"Caldwell Independent School District, Texas",69147,"Caldwell Independent School District, Texas",10079
G48012480,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Calhoun County Independent School District,12480,,,9700000US4812480,,,4812480,"Calhoun County Independent School District, Texas",79959,"Calhoun County Independent School District, Texas",8800
G48012510,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Callisburg Independent School District,12510,,,9700000US4812510,,,4812510,"Callisburg Independent School District, Texas",110189,"Callisburg Independent School District, Texas",21571
G48012540,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Calvert Independent School District,12540,,,9700000US4812540,,,4812540,"Calvert Independent School District, Texas",56726,"Calvert Independent School District, Texas",23612
G48012640,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Cameron Independent School District,12640,,,9700000US4812640,,,4812640,"Cameron Independent School District, Texas",64127,"Cameron Independent School District, Texas",8610
G48012660,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Campbell Independent School District,12660,,,9700000US4812660,,,4812660,"Campbell Independent School District, Texas",59846,"Campbell Independent School District, Texas",7897
G48012700,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Canadian Independent School District,12700,,,9700000US4812700,,,4812700,"Canadian Independent School District, Texas",61648,"Canadian Independent School District, Texas",22191
G48012750,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Canton Independent School District,12750,,,9700000US4812750,,,4812750,"Canton Independent School District, Texas",65671,"Canton Independent School District, Texas",11665
G48012780,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Canutillo Independent School District,12780,,,9700000US4812780,,,4812780,"Canutillo Independent School District, Texas",81353,"Canutillo Independent School District, Texas",9999
G48012810,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Canyon Independent School District,12810,,,9700000US4812810,,,4812810,"Canyon Independent School District, Texas",94955,"Canyon Independent School District, Texas",3167
G48012870,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Carlisle Independent School District,12870,,,9700000US4812870,,,4812870,"Carlisle Independent School District, Texas",54858,"Carlisle Independent School District, Texas",13322
G48012990,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Carrizo Springs Consolidated Independent School District,12990,,,9700000US4812990,,,4812990,"Carrizo Springs Consolidated Independent School District, Texas",38808,"Carrizo Springs Consolidated Independent School District, Texas",8956
G48013020,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Carroll Independent School District,13020,,,9700000US4813020,,,4813020,"Carroll Independent School District, Texas",250001,"Carroll Independent School District, Texas",-333333333
G48013050,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Carrollton-Farmers Branch Independent School District,13050,,,9700000US4813050,,,4813050,"Carrollton-Farmers Branch Independent School District, Texas",87139,"Carrollton-Farmers Branch Independent School District, Texas",2698
G48013110,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Carthage Independent School District,13110,,,9700000US4813110,,,4813110,"Carthage Independent School District, Texas",63860,"Carthage Independent School District, Texas",13270
G48013170,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Castleberry Independent School District,13170,,,9700000US4813170,,,4813170,"Castleberry Independent School District, Texas",61935,"Castleberry Independent School District, Texas",4622
G48013200,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Cayuga Independent School District,13200,,,9700000US4813200,,,4813200,"Cayuga Independent School District, Texas",73966,"Cayuga Independent School District, Texas",10601
G48013230,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Cedar Hill Independent School District,13230,,,9700000US4813230,,,4813230,"Cedar Hill Independent School District, Texas",99737,"Cedar Hill Independent School District, Texas",7236
G48013260,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Celeste Independent School District,13260,,,9700000US4813260,,,4813260,"Celeste Independent School District, Texas",77132,"Celeste Independent School District, Texas",10214
G48013290,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Celina Independent School District,13290,,,9700000US4813290,,,4813290,"Celina Independent School District, Texas",156852,"Celina Independent School District, Texas",19956
G48013320,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Center Independent School District,13320,,,9700000US4813320,,,4813320,"Center Independent School District, Texas",51453,"Center Independent School District, Texas",6111
G48013350,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Center Point Independent School District,13350,,,9700000US4813350,,,4813350,"Center Point Independent School District, Texas",81892,"Center Point Independent School District, Texas",18390
G48013380,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Centerville Independent School District (Trinity County),13380,,,9700000US4813380,,,4813380,"Centerville Independent School District (Trinity County), Texas",76771,"Centerville Independent School District (Trinity County), Texas",17234
G48013410,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Centerville Independent School District (Leon County),13410,,,9700000US4813410,,,4813410,"Centerville Independent School District (Leon County), Texas",72083,"Centerville Independent School District (Leon County), Texas",9527
G48013440,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Central Heights Independent School District,13440,,,9700000US4813440,,,4813440,"Central Heights Independent School District, Texas",63283,"Central Heights Independent School District, Texas",10030
G48013500,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Central Independent School District,13500,,,9700000US4813500,,,4813500,"Central Independent School District, Texas",82534,"Central Independent School District, Texas",16849
G48013530,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lumberton Independent School District,13530,,,9700000US4813530,,,4813530,"Lumberton Independent School District, Texas",98812,"Lumberton Independent School District, Texas",9473
G48013590,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Channelview Independent School District,13590,,,9700000US4813590,,,4813590,"Channelview Independent School District, Texas",64681,"Channelview Independent School District, Texas",7334
G48013620,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Channing Independent School District,13620,,,9700000US4813620,,,4813620,"Channing Independent School District, Texas",71875,"Channing Independent School District, Texas",35786
G48013650,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Chapel Hill Independent School District (Smith County),13650,,,9700000US4813650,,,4813650,"Chapel Hill Independent School District (Smith County), Texas",72968,"Chapel Hill Independent School District (Smith County), Texas",8386
G48013680,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Chapel Hill Independent School District (Titus County),13680,,,9700000US4813680,,,4813680,"Chapel Hill Independent School District (Titus County), Texas",107895,"Chapel Hill Independent School District (Titus County), Texas",28910
G48013710,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Charlotte Independent School District,13710,,,9700000US4813710,,,4813710,"Charlotte Independent School District, Texas",39464,"Charlotte Independent School District, Texas",20212
G48013740,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Cherokee Independent School District,13740,,,9700000US4813740,,,4813740,"Cherokee Independent School District, Texas",46058,"Cherokee Independent School District, Texas",11250
G48013770,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Chester Independent School District,13770,,,9700000US4813770,,,4813770,"Chester Independent School District, Texas",69762,"Chester Independent School District, Texas",9422
G48013800,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Chico Independent School District,13800,,,9700000US4813800,,,4813800,"Chico Independent School District, Texas",87253,"Chico Independent School District, Texas",8827
G48013860,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Childress Independent School District,13860,,,9700000US4813860,,,4813860,"Childress Independent School District, Texas",58750,"Childress Independent School District, Texas",16788
G48013890,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Chillicothe Independent School District,13890,,,9700000US4813890,,,4813890,"Chillicothe Independent School District, Texas",79375,"Chillicothe Independent School District, Texas",34701
G48013920,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Chilton Independent School District,13920,,,9700000US4813920,,,4813920,"Chilton Independent School District, Texas",67120,"Chilton Independent School District, Texas",14757
G48013960,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,China Spring Independent School District,13960,,,9700000US4813960,,,4813960,"China Spring Independent School District, Texas",104931,"China Spring Independent School District, Texas",9325
G48013980,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Chireno Independent School District,13980,,,9700000US4813980,,,4813980,"Chireno Independent School District, Texas",67226,"Chireno Independent School District, Texas",12325
G48014010,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Christoval Independent School District,14010,,,9700000US4814010,,,4814010,"Christoval Independent School District, Texas",83676,"Christoval Independent School District, Texas",26531
G48014070,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Cisco Independent School District,14070,,,9700000US4814070,,,4814070,"Cisco Independent School District, Texas",60956,"Cisco Independent School District, Texas",5097
G48014130,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,City View Independent School District,14130,,,9700000US4814130,,,4814130,"City View Independent School District, Texas",54332,"City View Independent School District, Texas",11991
G48014160,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Clarendon Independent School District,14160,,,9700000US4814160,,,4814160,"Clarendon Independent School District, Texas",58719,"Clarendon Independent School District, Texas",11233
G48014190,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Clarksville Independent School District,14190,,,9700000US4814190,,,4814190,"Clarksville Independent School District, Texas",39564,"Clarksville Independent School District, Texas",8200
G48014250,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Claude Independent School District,14250,,,9700000US4814250,,,4814250,"Claude Independent School District, Texas",72188,"Claude Independent School District, Texas",12883
G48014280,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Clear Creek Independent School District,14280,,,9700000US4814280,,,4814280,"Clear Creek Independent School District, Texas",102389,"Clear Creek Independent School District, Texas",2875
G48014310,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Cleburne Independent School District,14310,,,9700000US4814310,,,4814310,"Cleburne Independent School District, Texas",72354,"Cleburne Independent School District, Texas",7731
G48014370,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Cleveland Independent School District,14370,,,9700000US4814370,,,4814370,"Cleveland Independent School District, Texas",57146,"Cleveland Independent School District, Texas",8091
G48014400,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Clifton Independent School District,14400,,,9700000US4814400,,,4814400,"Clifton Independent School District, Texas",74107,"Clifton Independent School District, Texas",5334
G48014430,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Clint Independent School District,14430,,,9700000US4814430,,,4814430,"Clint Independent School District, Texas",55527,"Clint Independent School District, Texas",3786
